"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"11","Mouse","Logitech LIGHTSPEED Wireless Gaming Mouse","Justine","Reviewed in Singapore on December 14, 2022","","",5,NA
"12","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","Bryan Snow","Reviewed in the United States on November 14, 2024","5.0 out of 5 stars","I've been using the Razer mouse for a few YEARS now(purchased 2022), and it's absolutely phenomenal. The precision of the sensor is unmatched, making it perfect for both gaming and simple web browsing. The hand feel is simply spot-on, fitting comfortably in my hand for hours on end without any strain, not to light and not too heavy. The customizable RGB lighting adds a nice touch, allowing me to personalize my battle station.What stands out most is the durability and build quality, where other mice start missing or double clicking my Razer mouse stands strong. The mouse feels solid and well-constructed, clearly built to last. Plus, the audibly responsive buttons and smooth glide are a dream for anyone who values quick, accurate movements.Obviously, the Razer mouse has exceeded my expectations in almost every way. If you're looking for a top-tier mouse that combines performance, comfort, and style, this is the one to get. Highly recommend!And besides, there aren't any batteries to change or charge! It really is my favorite mouse.",5,NA
"13","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","Bryan Snow","Reviewed in the United States on November 12, 2024","","Pros:- software support for razer software suite. Includes macros and every other function you would need.- sensitivity clutch is useful for shooters or as a modifier switch.- ""hyper shift"" the clutch mentioned above can be used to activate a secondary layer of controls. Holding it activates the layer and it's specific bindings, releasing returns to first layer of bindings. This effectively multiplies the usable buttons.- mouse wheel features tactile and speed modes, with additional behaviour customizations as well.- smooth gliding feet, no snags.- braided cable is extremely premium.- wired mouse for those who prefer it (like me)- plug and play . Functional and usable even should you choose not to install the software suite.- durable. I have purchased three basilisk line products from razer. My v2 lasted 2 years and was still perfect when I swapped to a v3. That v3 lasted a year and I just gifted it to my cousin. This one is my 3rd device and I have confidence in this brands durability.- 26k dpi max- supports ""stages"" of sensitivity that can be increased or decreased with two buttons behind mouse wheel. The stages dpi value can be altered using the recommended partner software suite from razer.- stylish design, appealing to the target audience.Cons:- sensitivity clutch is not removable. The v2 version has a clutch that works the same and CAN be removed. This product (v3) has the same but it CANNOT be removed. If this matters to you.Verdict:Many make fun of razer as being an edgelord brand and joke about it, but the truth is gimmicks and image aside every new product I've purchased from them has performed at or above expectations and was durable. This mouse is a great value for its functions when you are using razers connected software suite. However if you do not wish to use a software suite you may desire a mouse with more programmable buttons. This for me though is perfect. Clean because only necessary buttons, yet hyper shift allows me more when needed.",5,NA
"14","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","Brandon","Reviewed in the United States on November 14, 2024","Outstanding Performance and Comfort; Recommend!","This Razer mouse is an incredible value-for-money mouse. It gives you all the features of more professional gaming mice at a lower price. The optical switches are really durable, the ergonomic shape is really comfortable for me, as a righty. The scroll wheel modes are really useful, and the perfect amount of RGB is present. Overall, if you're looking for a high-quality gaming mouse while on a budget, this is a good fit.",5,NA
"15","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","Yos D.","Reviewed in the United States on November 20, 2024","5.0 out of 5 stars","",5,NA
"16","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","stick2dapoint88","Reviewed in Mexico on September 12, 2024","","The media could not be loaded.",5,NA
"17","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","Dilan Jiovanni Cano Equihua","Reviewed in Brazil on August 25, 2024","Amazing value.","IntroI recently picked up the Razer Basilisk V3, and I’m blown away. Even though I didn’t need a gaming mouse, this one stood out for its features and price, which beat the pricey Logitech MX Master lineup. It’s a fantastic value and has become my new favorite desk companion.OverviewThe Basilisk V3 is a joy to use. Its ergonomic design, customizable buttons, and satisfying scroll wheel make it a productivity powerhouse, even for non-gamers. And let’s talk about the RGB lighting—it’s completely unnecessary but so cool. Customizing it has been more fun than I expected!That said, there’s a slight learning curve with Razer’s Synapse software, but it’s worth investing the time. Once you tweak the settings, you unlock the full potential of this mouse, and it makes a real difference.Final ThoughtsMy only gripe? I wish it were a tad bit bigger—an “XL” or more productivity-focused version would be amazing. But for the price and features, this mouse is unbeatable. Whether you’re gaming or just working, the Basilisk V3 delivers serious bang for your buck. I'll be getting at least one more (to pair with other computers). Highly recommend!",5,NA
"18","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","Rudesindo Garcia","Reviewed in Saudi Arabia on October 27, 2024","5.0 out of 5 stars","Es muy buen producto calidad precio 100% recomendado sus funciones son increíbles es super ligero cómodo y por su precio lo vale totalmente",5,NA
"19","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","مهند","Reviewed in France on October 6, 2024","","",5,NA
"20","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","Très bon portable gaming ! Très satisfait du modèle et pourtant je suis relativement exigeant sur les portables","Reviewed in Spain on August 24, 2024","Great Value, Great Mouse","Mouse muito bom, com switches ópticos, boa ergonomia e bem preciso. Um pouco pesado mas depois que acostumei está perfeito.",5,NA
"21","Mouse","Razer Basilisk Customizable Ergonomic Gaming Mouse","Manu Fernández",NA,"5.0 out of 5 stars","",2,NA
"22","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Grace Brandon","Reviewed in the United States on March 17, 2024","5.0 out of 5 stars","Got this mouse in August of 2022, and finally retired it March 2024. The only reason it was retired was due to the wheel malfunctioning.I work from home (medical coding) and literally scroll patient charts ALL DAY. This mouse is so comfortable, quiet, reliable, everything I could have ever wanted. Given all the abuse I put the poor thing through, I'm so proud of it for not dying on me ages ago, especially with how cheap (price wise) they are. Can I give it more than 5 stars please?They look cheap, they are cheap in price, but they are NOT cheap in quality. It has survived drops, squishes, a stray soda being tipped over, my tantrums, and probably miles of scrolling.I replaced it with another one in a different color. Lol. I'll be back in probably another 19 months for another one. They really are the best. If you're on the fence about it, please take this as a sign to just get one. It won't let you down.Side note - they also match those typewriter keyboards that have the keys that pop off. Do what you will with this info. :)",5,NA
"23","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Peggy Darling","Reviewed in the United States on February 21, 2023","","I've only been using this for 3 months and it has stopped working.  I liked the ergonomic feel of it and it looked like it was quality materials. Unfortunately it no longer works.  I contacted the seller and they were awesome.  They replaced my mouse and I'm up and running again.  This is an awesome mouse if you are looking for one to relieve the pain in your hand and wrist.  I really missed it when it stopped working.  I highly recommend this mouse.",5,NA
"24","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Gypsi","Reviewed in the United States on October 1, 2023","Adore this mouse. It had a good life.","This mouse fits great in my hand -- I'm amazed at how comfortable it is.  I have less wrist stress after long sessions.  It works surprisingly well as a gaming mouse, too, with no noticeable lag.  Granted, I'm not an elite SHMUP gamer, but for my lower key hack-n-slash games, I've been quite pleased. The color matches the photo, which is a plus.  I can't testify to battery life yet, but will update if that seems to be a problem.  It was a simple, plug-n-play device, with no set up problems.When visiting, Mom tried it out and was impressed at how it felt, so I ordered her one, as well.  She's as satisfied as I am, though she doesn't use it for gaming that requires speed.I would recommend it for anyone looking for a comfortable mouse for long usage.  (Your gaming results may vary.)",5,NA
"25","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Mrs. Esquivias","Reviewed in the United States on February 2, 2024","5.0 out of 5 stars","",4,NA
"26","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Mrs. Esquivias","Reviewed in the United States on November 4, 2024","","The media could not be loaded.",4,NA
"27","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Nicky Yates","Reviewed in the United States on August 1, 2024","Excellent Customer Service","I bought it few months ago, i was experiencing wirst pain. It took me a while to adjust, but the pain improved.  I've had few hiccups while using it. Sometimes clicking and moving is delayed. Also, stops for few secs while using, which is frustrating when my workload  is high. The mouse is bigger than the one I used before, but the description help you determine what size is better for your hand. I love the color, and I can berely hear the clicks. Very happy with my product.",1,NA
"28","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","ofmomentum","Reviewed in the United States on October 15, 2024","5.0 out of 5 stars","i did not realize at the time of purchase that the mouse was battery powered, as in AA battery, not rechargeable, that in itself is not a deal breaker just inconvenient. But now even with a new set of batteries, it will only work for about 2 seconds before the light turns off and it becomes completely unusable. I got this mouse specifically for the extra buttons, which in the few moments the mouse is working, it fine. the mouse it self is rather large but the ergonomic angle is good for my hand and the side keys are in a position where they arnt easily hit by accident. Could be nice if the battery thing isn't a deal breaker for you but it just doesn't work anymore",5,NA
"29","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Kindle Customer","Reviewed in the United States on May 7, 2024","","The pink color is really cute! The click is quieter and softer-feeling than I expected and it took a couple days to get used to it; the scroll wheel is smooth. There is a large white glossy sticker under the mouse that is already peeling off after a few uses. The small panel cover was hard to remove (and will definitely chip your nail polish). But I plan on only using this mouse when I'm traveling for work, so this will suit those needs perfectly fine. If I can get a year or two's work out of this mouse, I'll be happy with that!",5,NA
"30","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Mark Leemon","Reviewed in Mexico on August 2, 2024","Works Great for My Needs","I tried another vertical mouse and it was huge and the shape was crazy. It hurt my hand and was not good. This is still small enough to fit well in a female hand and has a great shape. It's not this crazy extreme mouse. It has nice supports for the thumb, pinky and ring fingers. Highly recommend this. It feels like a regular mouse just with more ergonomic support.",2,NA
"31","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","En general la calidad es buena, solo tengo tema en la respuesta del lápiz cuando mi dispositivo está recargado en alguna superficie, para que funcione de manera correcta debo tener mi tablet en la mano. Uso una Galaxy Tab A9","Reviewed in Canada on March 13, 2024","4.0 out of 5 stars","The mouse color is cute and shape is great. Sleep mode on it is incredibly annoying- if you don't move it for 5-10 minutes, it'll turn itself off. Despite this, it seems to eat through batteries faster than any other mouse I've owned. It also isn't very durable- it's fallen on the ground and since then, has had a shaking noise going on, with it sometimes choosing not to work completely. Think it's completely given up now, about a year after purchasing.",5,NA
"32","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Sarah","Reviewed in Australia on March 27, 2024","","Excelente calidas",2,NA
"33","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","SaffyN","Reviewed in Mexico on June 24, 2024","Satisfied! It helped me with my wrist pain.","",5,NA
"34","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Rosa Silvia Zamudio V","Reviewed in Canada on March 20, 2024","1.0 out of 5 stars","The colour of the mouse is beautiful but the chord is way too short",5,NA
"35","Mouse","Micropack Vertical Multi-Device Bluetooth Adjustable","Amazon Customer",NA,"","It’s a beautiful mouse, does the work.It might be initially a little uncomfortable to use because of the different shape as compared to other mouse. But once you get used to its amazing.Looks cute too!",2,NA
