"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"39","Motherboard","ASUS B550-PLUS Motherboard","NinjaMan","Reviewed in the United States on November 2, 2024","","The ASUS Prime B450M-A II Motherboard is like the MVP of budget builds – solid, reliable, and not here to break the bank. Compatible with Ryzen 5000, 3rd, 2nd, and 1st Gen, it’s basically like the party host that invites everyone.Setup is easy, and it’s got all the essentials, so you won’t be digging through your couch cushions for extra ports. Plus, the BIOS is user-friendly, so even if you’re not a tech wizard, you won’t feel like you’re disarming a bomb.It supports up to 128GB of RAM, which is way more than I’ll ever use (but nice to have in case I decide to run NASA simulations from my room). All in all, it’s a solid choice that gets the job done without a lot of drama – and leaves you with some cash left over for, you know, actual games",5,NA
"40","Motherboard","ASUS B550-PLUS Motherboard","Dan the Amazon Man","Reviewed in the United States on November 15, 2024","Great motherboard!","No issues out of it! Wifi works pretty good, def beats the old usb wifi chip haha",4,NA
"41","Motherboard","ASUS B550-PLUS Motherboard","Sly","Reviewed in the United States on September 1, 2024","5.0 out of 5 stars","The board is great. I have been gaming hard on it for almost a year and it randomly went out on me recently. I contacted asus and the promptly rma it and in less than a week they are sending me a replacement. It is compatable with various brands of memory. The boot menu and Bios is very easy to navigate and change settings on. I live the look of the board and the led strip that it has on the board itself.. Very good mobo for the price. And excellent customer support. Asus has been my build of choice for years now",5,NA
"42","Motherboard","ASUS B550-PLUS Motherboard","A","Reviewed in the United States on October 9, 2024","","Overall this motherboard works pretty well and I have no serious complaints.  You do lose 2 of the SATA ports if you choose to use the M2 slot, which I don't like, but I've seen several other boards that have this limitation so I'm sure its some type of chipset limitation.It would have been nice if they could have shifted the x16 slot over one slot so that a 2 slot graphics card doesn't cover one of the PCI-E x1 slots, but I just used a PCI-E extender to move the card from that slot to elsewhere.Also: not sure if this is more an issue with the boardboard or the case I used, but I had to disconnect the USB 3.0 front panel header for cabling purposes, and the fit was so tight between the plastic guide and the cable plug that the whole guide came off with it when I pulled it off.  I had to pry them back apart with a screwdriver and then carefully slip the guide back over the pins.  No damager and everything works fine, but that was a bit scary.",5,NA
"43","Motherboard","ASUS B550-PLUS Motherboard","Kenneth","Reviewed in Mexico on August 22, 2024","Top tier","La compré para usarla con una Ryzen 5 5500 y una gtx 1070 y no tuve ningún problema. Los únicos detalles que me disgustaron es que al momento de prenderla no quería reconocer la M2 que le instalé, tuve que añadir una SSD, y esa sí la reconoció al momento. El segundo detalle es que no podía instalarle Windows 11, tuve que hacer algunas modificaciones a la BIOS y volver a instalar el sistema operativo a la M2.",5,NA
"44","Motherboard","ASUS B550-PLUS Motherboard","GNINSC","Reviewed in Mexico on August 12, 2024","4.0 out of 5 stars","",4,NA
"45","Motherboard","ASUS B550-PLUS Motherboard","Jesús Vázquez","Reviewed in Mexico on June 4, 2024","","Buen precio y calidad para migrar a ryzen.",5,NA
"46","Motherboard","ASUS B550-PLUS Motherboard","Francisco Gonzalez","Reviewed in Mexico on February 2, 2024","It's really awesome for everything (except most things)","",5,NA
"47","Motherboard","ASUS B550-PLUS Motherboard","Jorge Goytia","Reviewed in Brazil on January 7, 2024","5.0 out of 5 stars","",5,NA
"48","Motherboard","ASUS B550-PLUS Motherboard","Una Persona Mas",NA,"","The media could not be loaded.",5,NA
"49","Motherboard","ASUS B550-PLUS Motherboard","Ricardo da Motta",NA,"My next Nasa setup","El producto llegó en excelentes condiciones, es el primer equipo que armo y resultó excelente, la tarjeta venía con todos sus accesorios e impecable, salvo el paquete en el cual venía la caja que estaba dañada, pero por dentro todo bien. Registré el producto en ASUS y tiene garantía hasta 2027, más que perfecto.Ya hace poca más de una semana que fue instalada y funciona de maravilla, tanto la placa como las conexiones de WiFi y Bluetooth.Estoy feliz con mi compra, ya que me urgía una computadora nueva. Si ocurre algo en un futuro actualizaré por este medio.",5,NA
