"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"11","Keyboard","RedThunder Wireless Rechargeable Mechanical Anti-Ghosting","Pascal Dubé","Reviewed in Canada on September 13, 2024","","The RedThunder K10 Wireless Gaming Keyboard and Mouse Combo offers an affordable yet impressive option for gamers and general users alike. This combo stands out with its vibrant RGB lighting, reliable wireless performance, and ergonomic design, making it a great choice for those who want a budget-friendly upgrade to their gaming setup.**Design and Build Quality**The keyboard boasts a full-sized layout with a durable plastic build that feels solid for its price range. The keys are well spaced, and the floating key design enhances the RGB lighting effect, giving it a sleek, modern appearance. The included mouse complements the keyboard with a matching RGB design and a comfortable grip suitable for long gaming sessions.**Performance**Both the keyboard and mouse connect via a single USB receiver, providing a stable and responsive wireless connection. The keyboard’s low latency makes it suitable for casual gaming, and the membrane switches, while not as tactile as mechanical ones, offer a decent typing and gaming experience. The mouse features adjustable DPI settings, allowing users to fine-tune sensitivity to their preferences.**RGB Lighting**One of the standout features is the RGB lighting on both the keyboard and mouse. The keyboard offers various lighting modes, including breathing and static effects, which can be adjusted easily using dedicated keys. The lighting is bright and adds a nice touch to the overall aesthetic, enhancing the gaming ambiance without being overly flashy.**Battery Life**Battery life is respectable, with both the keyboard and mouse capable of lasting several days on a single charge, depending on usage and lighting settings. However, there is no low battery indicator, so it’s a good idea to charge regularly to avoid sudden cutoffs during use.**Pros**- Affordable price point- Vibrant RGB lighting with customizable effects- Stable wireless connection with a single USB receiver- Comfortable and ergonomic design- Easy plug-and-play setup**Cons**- Membrane switches lack the tactile feel of mechanical keys- No software for advanced customization- No low battery indicator**Final Verdict**The RedThunder K10 Wireless Gaming Keyboard and Mouse Combo is a fantastic budget-friendly choice for gamers looking to add some style and wireless functionality to their setup without breaking the bank. While it lacks some advanced features found in more expensive models, its performance, design, and vibrant RGB lighting make it a solid option for casual gaming and everyday use.",4,NA
"12","Keyboard","RedThunder Wireless Rechargeable Mechanical Anti-Ghosting","Grizelda Vasquez","Reviewed in Canada on August 10, 2024","Keyboard only lasted 3 months","The letters ‘T’ and ‘M’ do not even work on the keyboard!!!!! It’s such a shame because the keyboard looks super cool. I wish there was an option to keep the colours still and not always changing. I guess it does not matter as I will be returning the set as it is useless if certain buttons do not even work.",5,NA
"13","Keyboard","RedThunder Wireless Rechargeable Mechanical Anti-Ghosting","Grizelda Vasquez","Reviewed in Canada on October 17, 2024","5.0 out of 5 stars","I don’t know what the negative reviews are about. This is a wonderful set. One plug for both items. They work wonderful and make a lovely clicky sound.Love them :)",5,NA
"14","Keyboard","RedThunder Wireless Rechargeable Mechanical Anti-Ghosting","Esha",NA,"",NA,1,NA
"15","Keyboard","RedThunder Wireless Rechargeable Mechanical Anti-Ghosting","Kelsorive",NA,"Great if you want PINK!",NA,5,NA
"16","Keyboard","RedThunder Wireless Rechargeable Mechanical Anti-Ghosting","Kelsorive",NA,"3.0 out of 5 stars",NA,5,NA
"17","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Timothy Corcoran","Reviewed in the United States on December 22, 2023","5.0 out of 5 stars","The Amazon Basics Low-Profile Wired USB Keyboard has proven to be a reliable and budget-friendly solution that exceeded my expectations. I found myself in need of a wired keyboard after my employer implemented a policy prohibiting wireless alternatives due to security concerns. This budget-friendly option has not only complied with the workplace guidelines but has also become a pleasant surprise in terms of performance.The key feel is excellent, offering a comfortable and responsive typing experience. The low-profile design ensures a sleek and modern appearance, and I appreciate how the keyboard lays flat and stays securely in place during use. Its simplicity is its strength, and it's refreshing to find a no-frills keyboard that gets the job done effectively.One of the standout features is the affordability – it's incredibly inexpensive, making it an accessible option for anyone on a budget. In terms of functionality, reliability, and price, the Amazon Basics Low-Profile Wired USB Keyboard is a solid choice for those seeking a no-nonsense keyboard that performs exceptionally well.",5,NA
"18","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Mike Doyle","Reviewed in the United States on October 1, 2024","","Works as designed, easy to install, feels good to the touch.  What more can you ask for.",5,NA
"19","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Valerie V","Reviewed in the United States on October 3, 2024","Affordable Excellence","",5,NA
"20","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Matt","Reviewed in the United States on November 5, 2024","5.0 out of 5 stars","The media could not be loaded.",4,NA
"21","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Kindle Customer","Reviewed in the United States on September 26, 2024","","Basic!!!! No fuss, no frills just a standard keyboard. This is not wireless. It has the soft touch and is so quiet. I can work late at night and in the morning without disturbing anyone. It’s easy and functional, don’t expect any compliments on how cute it is but also never worry that it’s not going to work!!!",5,NA
"22","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","l","Reviewed in the United States on July 6, 2024","Good, simple, keyboard.","I searched everywhere. Literally everywhere. I dislike mechanical keyboards and hate the ""clicky-feeling"" that others seem to like so much. This keyboard is the only one that was full-size, not mechanical, not some weird shape, and was under $50. Beyond that, it's a basic keyboard that just works and was perfect for my needs. No need to worry about gaming capability either, it has enough simultaneous keyboard inputs that I haven't had any issues",5,NA
"23","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Dan B.","Reviewed in the United States on August 26, 2024","5.0 out of 5 stars","This keyboard is fantastic. Well priced, the keys are flat and not super blocky or loud (which I love), and it connects super easily to my PC! Overall, a really excellent purchase",5,NA
"24","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Elijah J.","Reviewed in the United States on October 28, 2024","","i bought this after my 2015 macbook pro keyboard stopped working. i just needed something cheap and basic to plug in so that i could type. this does the job, was at an OK price ($20ish), but my only complaint is that the keyboard does NOT like up so good luck using this at night with no light, and sometimes you have to remove the usb from the macbook and plug it back in in able for it to work.minor gripes which definitely aren't deal breakers, and i am using it to type this write now, so i recommend this for anyone who needs an emergency keyboard.",5,NA
"25","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Elijah J.","Reviewed in Canada on October 8, 2024","Basic is best!!!","I am absolutely thrilled with this keyboard! The low-profile keys provide an incredibly comfortable typing experience, and the quiet keystrokes make it perfect for both work and late-night use without disturbing others. The QWERTY layout is intuitive, and the hotkeys are a game-changer for quick access to essential functions like Media, My Computer, and Volume controls. The additional function keys for media playback make controlling music or videos a breeze.Overall, this keyboard delivers in every aspect—comfort, functionality, and design. Highly recommended for anyone looking for a reliable and efficient keyboard!",5,NA
"26","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","T","Reviewed in Mexico on August 22, 2024","4.0 out of 5 stars","It's really all you need. It's easy to use and works great. No problems and it's been a month.",5,NA
"27","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Fer Peña","Reviewed in Mexico on August 28, 2024","","Keys aren’t big and aggressive like the old school ones with the loud clicks. Soft keyboard but still gives the feedback when you press the keys. Slim enough to carry around with my laptop and use as a proper keyboard. Good price. No complaints here.",5,NA
"28","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Fer Peña","Reviewed in Canada on October 29, 2023","Cheapest good full-size keyboard around (at time of purchase)","El teclado está súper bien, todo funciona y prende como debe. Además de que suena muy bien! El problema es que no leí bien y lo pedí en inglés el teclado, pero configurando el idioma se soluciona y queda un súper teclado. No lo recomiendo si no te sabes los botones en el teclado de español puesto que si te llegarás a confudir por el cambio de posición de algunas teclas. Si te lo sabes, te lo súper recomiendo! Buena compra 👍",5,NA
"29","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Gerardo Isidoro Reyes","Reviewed in Mexico on July 23, 2024","5.0 out of 5 stars","",5,NA
"30","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","Stave",NA,"","Lo adquirí en oferta. Es un teclado muy cómodo y las teclas son excelentes.Volveré a comprarlo",5,NA
"31","Keyboard","AmazonBasics Matte Keyboard QWERTY Layout","kochoa",NA,"Great Keyboard","",5,NA
"32","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","Vyctor Gregory","Reviewed in the United States on December 19, 2022","5.0 out of 5 stars","The MX keys is the best keyboard I've ever had. The keys are soft to the touch and quiet when they are pressed. As far as the feel, this keyboard is in between a regular desktop keyboard and a laptop keyboard. The buttons are sturdy and not wobbly. The backlight is perfect. A lot of reviewers complain about the back light not staying on, but It's best that it doesn't, because it conserves the battery life during each use, you don't even have to press any keys or buttons on the keyboard, the backlight comes on when your fingers hover over the surface of the keyboard. when your done typing the backlight stays on from 5 to 7 seconds, then shuts off. All you have to do is brush your fingers across the keyboard and the backlight is back on so you don't have to worry about pressing the wrong keys in the dark. PERFECT. If the backlight stayed on then everybody would be complaining that the battery doesn't last long enough. Logitech had this in mind when building this keyboard. Everybody is also complaining about the weight of the keyboard saying its too heavy, it is in fact heavier than the standard desktop keyboard, but that's good, because if its bumped it won't move or if it is placed on a slanted surface then the weight of the keyboard and the rubber feet will prevent the keyboard from sliding off of it's surface. My keyboard was sitting half way on the edge of my bed and half way off I sat down on my bed before I realized this. I was terrified and my hart sunk to the bottom of my stomach, because I thought it was going to fall on my hard wood floor and possibly get damaged, but because of the weight of the keyboard it didn't fall and I had a chance to move it so it wouldn't fall. The weight comes from the built in battery. I rather have a little extra weight, which isn't really a lot of weight. once you have the keyboard for a week or so you don't even really notice the weight. The weight of the keyboard is actually a BIG PLUS in my option. If your looking for a good keyboard with no latency as far as the response to the keys being pressed, then this is the keyboard. My keyboard is connected via Bluetooth and I've never had any connectivity issues. No need to worry about buying batteries I can just plug my phone charger into the Type-C connection on the keyboard and it charges right up, you can also use this keyboard while it's charging. Thank you Logitech.",5,NA
"33","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","John T.","Reviewed in the United States on June 7, 2024","","The Logitech MX Keys S Wireless Keyboard has completely elevated my typing experience. From the moment I started using it, I was impressed by its sleek design and premium build quality.Typing on this keyboard is an absolute pleasure. The keys are responsive, providing just the right amount of tactile feedback without being too noisy. The low-profile keys are comfortable to type on for extended periods, reducing strain on my wrists.Connectivity is seamless thanks to the wireless capabilities of the keyboard. I can easily switch between devices with the press of a button, whether it's my laptop, desktop, or tablet, enhancing my productivity.One of the standout features of the MX Keys S is its backlighting. The adjustable backlighting adapts to any lighting environment, making it easy to work late into the night or in dimly lit rooms without straining my eyes.Additionally, the built-in rechargeable battery provides long-lasting power, and the USB-C charging port ensures fast and convenient charging when needed. Plus, the keyboard's slim profile and minimalist design add a touch of elegance to my workspace.Overall, the Logitech MX Keys S Wireless Keyboard is a premium keyboard that delivers exceptional performance, comfort, and versatility. Whether you're typing documents, coding, or gaming, this keyboard is sure to impress. Highly recommended for anyone looking to elevate their typing experience!",5,NA
"34","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","John T.","Reviewed in the United States on July 20, 2024","Worth Every Dollar","Pros:  -Premium Build Quality: The keyboard has a solid, high-quality build with a sleek design that looks great on any desk.  -Comfortable Typing Experience: The keys are well-spaced and provide a satisfying feel, making long typing sessions more comfortable.  -Backlit Keys: The backlighting is adjustable and automatically adjusts based on the lighting conditions, which is a nice touch for late-night work or gaming sessions.  -Wireless Connectivity: The connection is stable with minimal lag, and the keyboard can be paired with multiple devices simultaneously, allowing for seamless switching.  -Battery Life: The battery life is impressive, lasting several weeks on a single charge with moderate use. (It lasts a lot longer with the backlighting off.)Cons:  -Price: The keyboard is on the pricier side compared to other wireless keyboards, but the quality and features justify the cost.  -No USB Receiver Storage: There’s no built-in storage for the USB receiver, making it easy to misplace when not in use.  -Non-Mechanical: For those who prefer mechanical keyboards, the membrane keys might feel less satisfying.",5,NA
"35","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","Christian","Reviewed in the United States on November 23, 2024","5.0 out of 5 stars","Full layout, yet compact and low profile, sensible extra functions, backlit. quiet, solid...just delivers everything I want.  Perfection for typing on a PC.  Thank you Logitech, I am happy to finally have a keyboard that does not feel like it came with compromises.  Not cheap, but not having any regrets is priceless.",5,NA
"36","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","goodtimesroll","Reviewed in Mexico on May 10, 2024","","Se conecta muy facil para multipositivos en general se ve de buena condicion sin embargo llego en una con mancha como despintado espero q no se despinte con tiempos de uso ya que este teclado esta muy caro aunque tiene muy buena tecnologia de multi conexcion",5,NA
"37","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","HyoJi Y.","Reviewed in Canada on January 4, 2024","The perfect keyboard for business and home use","",4,NA
"38","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","HyoJi Y.","Reviewed in Canada on August 30, 2022","5.0 out of 5 stars","I upgraded my keyboard to the Logitech MX Keys 3 months ago and I haven't looked back. Here's why this wireless keyboard deserves the high praise:Pros:Low Profile Design: The low-profile keys provide a sleek and comfortable typing experience. The keys feel responsive without being too clicky.Wireless: The wireless connectivity is reliable and stable, and the battery life is excellent (this keyboard charges from a usb-c to regular usb charger for those wondering). This keyboard can connect to 3 devices at once using the device selector keys which is helpful when working from multiple work spaces.Light-weight and high quality: The keyboard is extremely light and thin while also feeling very sturdy, the quality is simply the best on the market.Cons:I honestly struggled to find any significant drawbacks. However, if I had to nitpick:Price Point: While the quality justifies the cost, it might be a bit steep for budget-conscious buyers.Backlighting: I personally don't mind the lack of backlighting control on this keyboard some people have complained that the auto dimming feature not being able to be turned off is distracting.",4,NA
"39","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","Alex Whalen","Reviewed in Canada on May 26, 2022","","I ordered this because I want to be able to use my ipad as a ""laptop"" while travelling so I don't have to lug my laptop around with me, but I didn't want to get a new keyboard case because I like the case I have and I wanted to be able to adjust how close or far my ipad was to me so I didn't feel like I was hunched over it.  This works perfectly. The keyboard itself feels very sturdy and well made. The base itself is metal and the keys are plastic but seem to be decent quality. It is a little on the heavier side but it's not unmanageable and while I wish there was some kind of case or sleeve for it, I'll just use a spare bag to make sure it doesn't get too dirty or anything in my backpack.I'm really glad I spent the extra money on this versus getting a cheaper model. I've had bluetooth keyboards before that I didn't love because they were hard to type on or had horrible lag when I was working, and as a writer, that ends up being frustrating and almost useless. This connected with my ipad immediately and if there is any sort of lag, it's basically unnoticeable. Love that it's USB-C so I only need one charging cable. The pink colour is nice (not necessary, it would work just as well in any colour, but I think the pink is cute) and I found typing to be as easy and comfortable as typing on my laptop. Overall I'm very happy with this purchase and while I haven't had it long, I've had Logitech products before that are pretty long-lasting so I'm hoping this does too!",5,NA
"40","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","Alex Whalen","Reviewed in the United Arab Emirates on August 9, 2024","Great keyboard overall.","Beautiful, great feel, compact, wonderful if you are in tech/media, might not like it for coding as keys are more for a media set up or simple office typing.  Works great with Windows, and can pair it with 2 other devices.  I have it paired with a Samsung TV, and with my Windows laptop, and my iPad.  One button to switch between them.  Excellent for working remotely via your smart TV and sharing screen from your laptop, can work from a lapdesk due to the small size but have full functionality for all MS Office applications plus media applications like Adobe Photoshop etc.A beautiful, minimalist, modern look.  Keyboard is backlit too.",5,NA
"41","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","TJ",NA,"5.0 out of 5 stars","Nice product",5,NA
"42","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","Sharona",NA,"",NA,5,NA
"43","Keyboard","Logitech Programmable Backlighting Bluetooth Rechargeable","Shahid Javaid",NA,"For me, this is a perfect keybord",NA,5,NA
"44","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","Richard Faulkner","Reviewed in the United States on December 8, 2017","5.0 out of 5 stars","If not all keyboards are 'equal to' each other, this was definitely a 'greater than' all other backlit keyboards I have tried on my Linux system. To begin with, several of the others I have tried were designed specifically for Microsoft or Apple devices and any supporting features or ""drivers"" were only available on those systems. While most would retain the basic functionality of a keyboard, (i.e. you could type the characters on the keyboard into the software of your choice), some would not. My prior keyboard cost well over $40.00 on sale but the led feature was unavailable without enabling it deep in the system through a command line code using XSET. The keyboard would then light up but the numerical keypad was disabled...There are NO such problems with this keyboard in Linux. Just plug it in and begin using it after your computer boots. (I'm old school I guess, I always plug any input devices prior to booting so I can not attest to it being ""hot swappable"".)The keyboard looks great when lit and the characters are easily discernable while not being to large and ""garish"". The size of the illuminated letters on each key are aesthetically pleasing and in well lit situations does not require a backlight to determine the which character/key you are pressing but are still not quite as clear as a non-lit keyboard with printed characters in high contrast. This effect is the same for all backlit keyboards I have tried so far and appears to me to be the limitations of the current materials available for molding the plastic keycaps in a light dispersing plastic. The optional ""breathing"" effect is nice but I will seldom use this feature. The ""sleep"" function I have not yet discovered how to initiate on my system. The accompanying ""User Manual"" is sparse on any instructions with the exception of a small list of key combinations for using the FN + Function keys, (F1-F12), to control the multimedia functions of most operating systems and how to control the led keyboard itself.The light function of this keyboard is ""onboard"" eliminating the necessity of any extra operating system driver or software support.The keys have a nice tactile feel to them and are positioned well for extended use without discomfort. The board itself, while lightweight, has a substantial feel which leads to an impression of quality surpassing other keyboards I have tried which cost much more.If you are looking for a well built but inexpensive backlit keyboard, I feel that this is a very safe investment for almost anyone.There is one more caveat, I am not a gamer so I can not attest to how well this keyboard would function as such. However, if you are firing off a quick email to your mother, or beginning the next great American novel ...",5,NA
"45","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","john","Reviewed in the United States on September 24, 2024","","This keyboard worked fantastically for a week before Mt cat knocked over a 12 ounce cup of grape kool-aid on the keyboard. I tried to dry keyboard off with paper towels immediately after it happened but the keys were typing different letters. I would push an r and a y would come on the screen instead of an r and I push the spacebar and it move down the page. SO I  couldn't get it to work right after liquid that one time was spilled directly on the keyboard. But if MT cat didn't knock a drink  on the keyboard, it still eas a great keyboard to use. I would definitely buy this keyboard again bit I will be much more careful the next time to not have any kind of drinks around this keyboard again, so this won't happen again.",5,NA
"46","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","Marj R.","Reviewed in the United States on September 1, 2024","Works great on my Linux system... definitely a great keyboard at any price, EXCEPTIONAL at less than $15!","It looks nice but nothing like my mechanical keyboard. They keys for me is what I don't care for. They just feel scratching like rubbing fingernails on a chalkboard. I suppose I may be use to a real mechanical keyboard and would not notice maybe . I will be just keeping it for a spare in case my real mechanical keyboard acts up and I need to type till a new one comes. But Its just not what I say is anything like mechanical. Has nice lights though. Only it does not have but a couple settings for those. It type by memory and don't look at keys .",4,NA
"47","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","MYTAKNOWN","Reviewed in the United States on October 8, 2024","5.0 out of 5 stars","'m a serious gamer who's always on the hunt for the perfect keyboard. The Rii RK100+ has exceeded my expectations in every way.Here's why I love it:Rainbow LED backlighting: The customizable RGB lighting adds a cool and immersive vibe to my gaming setup.Mechanical feeling keys: These keys offer a satisfying click and tactile response that's perfect for gaming and typing.Large size: Plenty of room for my hands and wrists, making long gaming sessions comfortable.USB wired: Reliable and consistent connection, no need to worry about batteries or Bluetooth pairing.Durable build quality: Feels solid and well-made, built to last.If you're looking for a keyboard that's both stylish and functional, the Rii RK100+ is a must-have. It's taken my gaming experience to the next level, and I can't recommend it enough.",5,NA
"48","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","Raymond","Reviewed in the United States on October 21, 2024","","I have always been a Razer fanboy with my noisy mechanical keyboards. This thing is mechanical and is quiet, let me repeat that.... Quiet! So smooth and no special apps on your PC to make it light up. You can turn off the lights if you want at the press of a key. I'm literally going to buy a second one to replace my Razer keyboard.",5,NA
"49","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","Raymond","Reviewed in the United States on October 16, 2024","Worth the money","I really like the look of this keyboard.  In my opinion, it is more attractive and a better RGB experience than other more expensive keyboards.  It's extremely soft and mushy keyed however and I don't use mechanical keyboards so I am used to softer keying and still seemed mushy.  That aspect was workable for me, though it might not be my favorite, but I can see where others would not like it that mushy.For me it has a tragic flaw that might not be a problem for others.  I'm a lefty and map the arrows and keys on the right side of the board for games for my right hand since I mouse left.  I also always map the num lock, which is in perfect index finger position.  This keyboard, unlike any keyboard I have ever used, does not register any keys if you have num lock pressed.  It seems to block other keypresses which messes up my gaming experience.  Again, dozens of keyboards over my lifetime, this is the first time I have ever experienced this.  My guess is they cut corners on the electronics to bring it in at this very cheap price.  But it is unusable in my case since I game often enough.  If you are a righty, or a lefty who does not game or use a keyboard for it, this might not be an issue for you.",5,NA
"50","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","Lee","Reviewed in the United States on November 25, 2024","4.0 out of 5 stars","this thing is bad it is bowed in the middle dosent event sit flat on the table but it works and it has lights and it was 15 dollars and delivered to my door step same day so it gets five stars i like cheep things and this is super cheep",3,NA
"51","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","Jordan","Reviewed in Canada on February 22, 2020","","Très bonne qualité, l'éclairage est juste parfait, satisfait 20000%",5,NA
"52","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","Mario Perron","Reviewed in Australia on August 25, 2020","Its  a good but cheap keyboard","",5,NA
"53","Keyboard","Rii Multiple Mechanical Multimedia Keyboard","Mario Perron","Reviewed in Canada on October 10, 2022","5.0 out of 5 stars","keys feel nice and are silent",5,NA
